"COMP_ID","COMP_NM","COMP_LONG_NM","ISIN_CODE","TICKER"
"8347",Indraprastha Gas,Indraprastha Gas Ltd,INE203G01019,
"9127",Eimco Elecon(I),Eimco Elecon (India) Ltd,INE158B01016,
"6828",CVS Healthcorp,,,
"7930",Beardsell Ltd,,INE520H01014,
"7828",M&B Switchgear Ltd,,,
"7720",Alvarez & Marsel,,,
"7502",ETC Networks,ETC Networks Ltd,,NBHV IN Equity
"7196",Aanjaneya Lifecare Ltd ,,,
"7667",VW india,,,
"9357",G S F C,Gujarat State Fertilizers & Chemicals Ltd,INE026A01025,
"8324",Flexituff International Ltd,,INE060J01017,
"8732",Asahi India Glas,Asahi India Glass Ltd,INE439A01020,
"7147",Solectron EMS India Ltd,Solectron EMS India Ltd,INE320B01020,NCTE IN Equity
"5899",Infibeam.Com ,,,
"7665",Temptation Foods Ltd,,,
"7361",Guj. Gas Company,Gujarat Gas Company Ltd,,
"7960",ICRA Ltd,,INE725G01011,
"6232",Corporation Bank,Corporation Bank,INE112A01023,NCRPBK IN Equity
"5932",Chettinad Cement,Chettinad Cement Corporation Ltd,,
"7706",Piaggio Ltd,,,
"6409",Jai Balaji,,,
"9058",NBCC Ltd,,,
"7981",Parag Milk Foods Pvt Ltd,,,
"17945",NODWIN GAMING PRIVATE LIMITED,,,
"9172",Safari Inds.,Safari Industries (India) Ltd,INE429E01015,
"6948",Sulzer India,Sulzer India Ltd,,
"8147",ISMT Ltd,ISMT Ltd,INE732F01019,
"8832",BPTP,,,
"6549",JK enterprises,,,
"19288",Samsung Biologics,,,
"9485",V S N L,Videsh Sanchar Nigam Ltd,INE151A01013,NVSNL IN Equity
"7429",Denso India,Denso India Ltd,,
"9533",Z F Steering,Z F Steering Gear (India) Ltd,INE116C01012,
"8538",Monsanto India,Monsanto India Ltd,INE274B01011,
"7215",TCS,Tata Consultancy Services Ltd,INE467B01029,NTCS IN Equity
"9375",Arshiya Intl Ltd,Ashiya Intl Ltd,,
"7902",Madhucon Project,Madhucon Projects Ltd,INE378D01032,
"8993",Morning meeting data,,,
"6872",The Byke Hospitality Ltd ,,INE319B01014,
"8059",GVK Power Infra,GVK Power & Infrastructure Ltd,INE251H01024,
"8700",Nahar Spinning,Nahar Spinning Mills Ltd,INE290A01027,
"6358",Metropolis,,,
"8228",SREI Infra. Fin,SREI Infrastructure Finance Ltd,INE872A01014,NSREI IN Equity
"7875",Relaxo Footwear,Relaxo Footwears Ltd,INE131B01039,
"8436",Ahlcon Parent(I),Ahlcon Parenterals (India) Ltd,INE027C01011,
"6967",Stone India,Stone India Ltd,INE290C01015,STON IN Equity
"7911",CDSL,,,
"9083",Nucleus Software,Nucleus Software Exports Ltd,INE096B01018,NNCS IN Equity
"7898",Inox Leisure Ltd,Inox Leisure Ltd,INE312H01016,
"9009",Goenka Dimonds & Jewels Ltd,,,
"6497",Claris Lifesciences Ltd,,INE562G01018,
"7288",Vippy Industries,Vippy Industries Ltd,,
"9060",Murudesh Ceramic,Murudeshwar Ceramics Ltd,INE692B01014,
"9279",Strides Arcolab,Strides Arcolab Ltd,INE939A01011,
"6178",LT Foods Ltd,,,
"9070",ABG Cement Ltd (ABG Group),,,
"8573",Bharti Airtel,Bharti Airtel Ltd,INE397D01024,NBHARTI IN Equity
"9273",SSIPL Retail Ltd.,,,
"7189",Prem. Explosives,Premier Explosives Ltd,INE863B01011,
"8251",Rain Commodities,Rain Commodities Ltd,INE855B01025,
"7849","Kinder Morgan, Inc.",,,
"7838",Sun Pharma,Sun Pharmaceuticals Industries Ltd,INE044A01036,NSUNP IN Equity
"7774",Dolphin Offshore,Dolphin Offshore Enterprises (India) Ltd,INE920A01011,
"7273",Hind.Motors,Hindustan Motors Ltd,INE253A01025,
"7750",Citrus,,,
"9470",Harr. Malayalam,Harrisons Malayalam Ltd,INE544A01019,
"8890",Atcom Technolog,Atcom Technologies Ltd,,
"8896",FMCG FUNDS,,,
"7150",Accenture PLC,,,
"6060",PAYTM,,,
"7673",Guj. Alkalies,Gujarat Alkalies & Chemicals Ltd,INE186A01019,
"7577",Steel Tubes (I),Steel Tubes of India Ltd,,
"8006",McKesson Corp,,,
"6380",Goverment Officials,,,
"6460",Kamaal Finance,,,
"7731",Mindtree Consulting Ltd,Mindtree Consulting Ltd,,
"6565",Asian Money,Asian,,
"9121",Unjha Formul.,Unjha Formulations Ltd,INE576D01015,
"8184",TVS Elec.,TVS Electronics Ltd,INE236G01019,
"18603",OneSource,,,
"9387",Kirloskar Oil Engines Ltd,Kirloskar Oil Engines Ltd,INE146L01010,NKKOE IN Equity
"6984",Minda Inds.,Minda Industries Ltd,INE405E01015,
"8185",Abhishek Inds.,Abhishek Industries Ltd,,
"9260",Jamna Auto Inds.,Jamna Auto Industries Ltd,INE039C01024,
"6573",Inter Globe Fin,Inter Globe Finance Ltd,INE661M01016,
"6003",Dr Agarwal's Eye,Dr Agarwals Eye Hospital Ltd,INE934C01018,
"9600","Philip Morris International, Inc.(US Company)",,,
"7481",Marg Constn.,Marg Constructions Ltd,,
"9774",Lanco Infra,Lanco Infra,,
"8705",Sutlej Inds.,Sutlej Industries Ltd,,
"7327",Ciba Specialty,Ciba Specialty Chemicals (India) Ltd,,
"9469",HSBC,HSBC,,
"8236",Fedders Lloyd,Fedders Lloyd Corporation Ltd,INE249C01011,
"9230",Guj. State Fin.,Gujarat State Financial Corporation,INE944A01011,
"6891",Shriram Trans.,Shriram Transport Finance Company Ltd,INE721A01013,
"8437",Blue Star,Blue Star Ltd,INE472A01039,NBLSTR IN Equity
"8768",E&Y ,,,
"6419",Shemaroo Entertainment Ltd,,INE363M01019,
"8823",Somany Ceramic Ltd,Somany Ceramic Ltd,,
"7987",Team Lease Services Ltd,,,
"8819",Premier,Premier Ltd,INE342A01018,
"7098",St.Joe Corporation,,,
"8408",Graphite India,Graphite India Ltd,INE371A01025,NCEV IN Equity
"9144",General Motors Co.,,,
"8093",ANG Auto,ANG Auto Ltd,,
"9030",ICI India Ltd,ICI India Ltd,INE133A01011,NICIIL IN Equity
"6512",Akar Tools,Akar Tools Ltd,INE864E01013,
"7679",Panacea Biotec,Panacea Biotec Ltd,INE922B01023,
"9061",Plethico Pharmac,Plethico Pharmaceuticals Ltd,INE491H01018,NPLEP IN Equity
"9310",Charles River Labo,,,
"6252",Broadcast Intiatives Ltd,,,
"9095",EnduranceTechnologies,,,
"8596",Edelweiss Capital,Edelweiss Capital,,
"9376",Aster DM Healthcare Pvt Ltd,,,
"7224",Bosch Ltd,Bosch Ltd,INE323A01026,
"8431",Sterlite Energy,,,
"8212",TPI ,,,
"7916",Joyallukas,,,
"7953",Andhra Bank,Andhra Bank,INE434A01013,NANDB IN Equity
"7343",SMC Global,,,
"7797",Ashirwad Industries ,,,
"9611",Experian,,,
"9324",Tips Industries,Tips Industries Ltd,INE716B01011,
"8899",Ishaan Real Estate PLC,,,
"7331",KPMG,,,
"6093",Wockhardt,Wockhardt Ltd,INE049B01025,NWPL IN Equity
"7817",Blue Dart Exp.,Blue Dart Express Ltd,INE233B01017,
"7597",Olympia Capital,Olympia Capitals Ltd,,
"8050",Viceroy Hotels,Viceroy Hotels Ltd,INE048C01017,
"6451",Faasos,,,
"6526",Shekhawati Poly Yarn Ltd,,,
"7893",Future Lifestyle Fashion Ltd,,,
"6576",Nihon Nohyaku,,,
"9156",Sona Koyo Steer.,Sona Koyo Steering Systems Ltd,INE643A01035,
"8326",Indus fila,,INE025I01012,
"18623",Dorf Ketal,,,
"9445",Ashoka Buildcon Ltd,,INE442H01029,
"7036",DFC,,,
"8618",Bata India,Bata India Ltd,INE176A01028,NBATA IN Equity
"9361",Lumax Automotive,Lumax Automotive Systems Ltd,INE547G01019,
"6734",Autoline Industries Ltd,,INE718H01014,
"6031",Mahavir Spinning,,,
"9879",Wheels India,Wheels India Ltd,INE715A01015,
"7515",Worthington Pump India Limited,,,
"9775",Linde India Ltd,,INE473A01011,
"8841",Himatsing. Seide,Himatsingka Seide Ltd,INE049A01027,
"7793",Sandvik Asia,Sandvik Asia Ltd,,
"9610",Beiersdorf : Nivea India,,,
"8574",Commitment Cap.,Commitment Capital Services Ltd,,
"9381",Equifax India,,,
"7297",Motherson Sumi,Motherson Sumi Systems Ltd,INE775A01035,
"8501",Polaris Industries Inc.,,,
"8888",Acme Solar Holdings ,,,
"6438",Retailers Association of India,,,
"8906",Rolta India,Rolta India Ltd,INE293A01013,NRLTA IN Equity
"8018",Herley Davidson inc,,,
"8887",AlstomTransport,,,
"7276",Onmobile,,,
"8464",Atul Auto,Atul Auto Ltd,INE951D01028,
"9275",Simplex Casting,Simplex Castings Ltd,INE658D01011,
"8409",KSE,KSE Ltd,INE953E01014,
"9503",Make My Trip,,,
"6750",PKC Group,,,
"7769",AmerisourceBergen Corp,,,
"9109",Plastiblends (I),Plastiblends India Ltd,INE083C01022,
"9373",Ahmednagar Forg.,Ahmednagar Forgings Ltd,,
"6254",Fullerton India Ltd,,,
"9453",Meetings in Bihar trip - part 2,,,
"9232",Heidelberg Cements,,,
"9799",NHAI,NHAI,,
"7563",Mitcon Consultancy & Engg,,,
"8432",Vimta Labs,Vimta Labs Ltd,INE579C01029,VL IN Equity
"8276",O N G C,Oil & Natural Gas Corpn Ltd,INE213A01029,NONGC IN Equity
"7957",DLF Ltd,DLF Ltd,INE271C01023,
"8104",Ramco Holdings,Ramco Holdings,,
"7523",ICICI Home Finance,,,
"8207",Texmaco Infra & Holdings Ltd,,,
"9766",CSFB CONF....... HONG KONG,,,
"9418",Thangamayil Jewellery,,,
"8996",TAFE,,,
"7350",Alstom Projects,Alstom Projects India Ltd,INE878A01011,NABBAP IN Equity
"6355",Information Tech,Information Technologies (I) Ltd,,
"7921",Namra Finance Ltd,,,
"7598",Tejas Networks,,,
"8211",You Digivision,,,
"6484",Hathway Cable & Datacom Ltd,,INE982F01036,
"6691",West Coast Paper,West Coast Paper Mills Ltd,INE976A01021,
"8003",JSW Steel,JSW Steel Ltd,INE019A01020,
"6778",Zydus Wellness Ltd,Zydus Wellness Ltd,INE768C01010,
"9336",IPG Mediabrands,,,
"8380",Bajaj Finserv,Bajaj Finserv,INE918I01018,
"18803",Cintra Software Private Limited,,,
"9502",Kaveri Seeds,,,NKSCL IN Equity
"7371",Semantic Space,,,
"8812",IIFL Holdings Ltd,,,
"9687",MTZ Industries,MTZ Industries Ltd,,
"6807",ARCIL Ltd,,,
"6051",Detailed notes from Australia visit,,,
"9928",Balkrishna Inds,Balkrishna Industries Ltd,INE787D01026,
"7896",Hexaware,Hexaware Technologies Ltd,INE093A01033,
"9802",Prakash Inds.,Prakash Industries Ltd,INE603A01013,
"8988",Gwalior Chemical,Gwalior Chemical Industries Ltd,INE916G01016,NGCIL IN Equity
"7948",Starbucks Corporation ,,,
"9770",Gitanjali Gems,Gitanjali Gems Ltd,INE346H01014,
"8575",Fitch,,,
"9514",Visa Inc.,,,
"7549",Supriya Pharma.,Supriya Pharmaceuticals Ltd,,
"8525",Websol Energy,,,
"9183",Borosil Glass,Borosil Glass Works Ltd,INE666D01014,
"6769",OCL India,OCL India Ltd,INE290B01025,
"8926",Pan Auto,Pan Auto Ltd,,
"8141",Fatpipe Network India,,,
"9571",Glenmark Pharma,Glenmark Pharmaceuticals Ltd,INE935A01035,NGNP IN Equity
"7299",Siddharth Resorts,,,
"8493",Gei Indus Systems,GEI Industrial Systems Ltd,INE599B01011,GEIN IN Equity
"9474",IT People,IT People (India) Ltd,,
"8478",Mytah Energy India Ltd,,,
"9982",Ganesh Polytex,Ganesh Polytex Ltd,,
"7118",Orbit Copn,Orbit Copn,,NORB IN Equity
"7790",PTC energy Ltd,,,
"9129",Kridhan Infra Ltd,,INE524L01026,
"9669",Cap Gemini India,,,
"6347",Aturia Continent,Aturia Continental Ltd(wound up),,
"9700",Business Standard,,,
"9247",Syngenta India,Syngenta India Ltd,,
"9847",Lincoln Pharma.,Lincoln Pharmaceuticals Ltd,INE405C01035,
"7725",Crystal Crop Care Ltd,,,
"9154",Sarla Performance Ltd,,,
"8532",K E C International Ltd,K E C International Ltd,INE389H01022,
"8338",Arshhiya Tech,Arshhiya Technologies International Ltd,INE968D01022,
"8200",Marksans Pharma,Marksans Pharma Ltd,INE750C01026,
"7658",Metal Coatings,Metal Coatings (India) Ltd,INE161E01014,
"8496",Jindal Saw,Jindal Saw Ltd,INE324A01024,
"9421",Yokogawa India,Yokogawa India Ltd,,
"9334",Gravitas India ,,,
"7624",Dredging Corp.,Dredging Corporation of India Ltd,INE506A01018,NDCIL IN Equity
"6382",GAIL (India),GAIL (India) Ltd,INE129A01019,NGAIL IN Equity
"8094",Centrum Capital,Centrum Capital Ltd,INE660C01027,
"7950",Tour. Fin. Corp.,Tourism Finance Corporation of India Ltd,INE305A01015,
"8315",Yuken India,Yuken India Ltd,INE384C01016,
"6562",Yongda,,,
"7089",Hetero Drugs Ltd,,,
"8214",Adani Transmission Ltd,,,
"6907",L G Balakrishnan,L G Balakrishnan & Bros Ltd,INE337A01034,
"9544",Exxon Mobil Corporation Ltd,,,
"9451",IndiaBull Power Ltd,,,
"19123",Symbiotec Pharmalab Limited,,,
"9567",Central Bank Of India,,INE483A01010,NCBOI IN Equity
"7413",EESL,,,
"8914",Fino Pay tech,,,
"6843",RINLtd (Rastiya Ispat Nigam Ltd),,,
"6077",Electronica Finance,,,
"9996",Alliance Financial Group,,,
"7907",Zenith Infotech,Zenith Infotech Ltd,,ZNI IN Equity
"9822",Kirloskar Brothers Investments ,,,
"9066",sterling hospitals,,,
"8076",Apollo Hospitals,Apollo Hospitals Enterprise Ltd,INE437A01024,NAPHS IN Equity
"9868",Multibase India Ltd,Multibase India Ltd,,
"8697",McNally Bharat,McNally Bharat Engineering Company Ltd,INE748A01016,
"9620",Tata Chemicals,Tata Chemicals Ltd,INE092A01019,
"7602",Goodyear India,Goodyear India Ltd,INE533A01012,
"8886",Transpek Inds.,Transpek Industry Ltd,INE687A01016,
"9217",Kalyani Investment Ltd,,,
"6821",Quarter 2 2007-08,,,
"9164",Camlin Fine Sciences Ltd ,,INE052I01032,
"8238",Gillette India,Gillette India Ltd,INE322A01010,NINSP IN Equity
"9635",Natco Pharma,Natco Pharma Ltd,INE987B01026,
"7954",Camson Biotech Ltd,,,
"8641",Glaxosmithkline,Glaxosmithkline Pharma Ltd,INE159A01016,NGLXO IN Equity
"9525",Jai Corp,Jai Corp Ltd,INE070D01027,
"8751",RPG Transmission,RPG Transmission Ltd,,SAE IN Equity
"7456",PNB Housing Finance Ltd,,,
"7804",Marathon Nextgen,Marathon Nextgen Realty & Textiles Ltd,INE182D01012,
"9180",Alpha Graphic,Alpha Graphic India Ltd,INE952B01020,
"9950",Tijaria Polypipes Ltd,,INE440L01017,
"6381",G N F C,Gujarat Narmada Valley Fertilisers Company Ltd,INE113A01013,
"9789",CERC,CERC,,
"9348",Torrent Pow. SEC,Torrent Power SEC Ltd(merged),,
"9977",Aventis Pharma,Aventis Pharma Ltd,INE058A01010,NHOEC IN Equity
"7892",GHCL,GHCL Ltd,INE539A01019,
"9229",google (US Company),,,
"8551",Boeing,,,
"8340",Dhanalaksh.Bank,Dhanalakshmi Bank Ltd,INE680A01011,
"8717",Intel Corp (U S COMPANY),,,
"7830",Phoenix Mills,Phoenix Mills Ltd,INE211B01039,
"8547",TOP 100 FUNDS,,,
"9468",Guj. Mineral Dev,Gujarat Mineral Development Corporation Ltd,INE131A01031,
"9409",Ganesh Ecosphere Ltd,,,
"7709",Ricoh India,Ricoh India Ltd,INE291B01015,
"6478",Varun Beverages Ltd,,,
"8268",Gulshan Polyols,Gulshan Polyols Ltd,INE255D01016,
"8060",IVR Prime Urban,,,
"8373",Samsung Elec,,,
"6723",Myntra.com,,,
"7316",Rico Auto Inds,Rico Auto Industries Ltd,INE209B01025,NRAI IN Equity
"8526",Berger Paints,Berger Paints (India) Ltd,INE463A01038,
"6973",Colgate Palmoliv,Colgate-Pamolive ,INE259A01022,NCLGT IN Equity
"9634",Japan Infra,,,
"9618",Nandi Pipes (Nandi Group),,,
"19544",Unimech Aerospace and Manufacturing Limited,,,
"9745",Jindal Steel & Power Ltd,Jindal Steel & Power Ltd,INE749A01030,
"7437",Intrasoft Technologies Ltd,,INE566K01011,
"8915",Easun Reyrolle,Easun Reyrolle Ltd,INE268C01029,
"6899",Crest Animation,Crest Animation Studios Ltd,INE774A01012,
"6346",Astral Polytechnik,,,
"8412",Nielsen India,,,
"9516",Universal Cables,Universal Cables Ltd,INE279A01012,
"8079",CIBIL,,,
"8837",Essar Oil,Essar Oil Ltd,INE011A01019,NESOIL IN Equity
"9703",Facebook Inc.,,,
"7899",Jaiprakash Assoc,Jaiprakash Associates Ltd,INE455F01025,NJPA IN Equity
"8905",Shakti Pumps,Shakti Pumps (India) Ltd,INE908D01010,
"9404",Ansal Housing,Ansal Housing & Construction Ltd,INE880B01015,
"6918",Sequent Scientific Management Ltd,,,
"9165",Bharat Financial Inclusion Ltd,,,
"8295",NMDC LTD,National Mineral Development Corporation Ltd,INE584A01023,
"8011",Rajshree Sugars,Rajshree Sugars & Chemicals Ltd,INE562B01019,NRSSC IN Equity
"8671",Monte Carlo Ltd,,,
"9536",Avaya Global Connect Ltd,Avaya Global Connect Ltd,INE676A01019,NAGC IN Equity
"8785",Sundaram Finance Ltd,Sundaram Finance Ltd,INE660A01013,
"7648",Essar Power Distribution Co Ltd ,,,
"7822",Esab India,Esab India Ltd,INE284A01012,NESAB IN Equity
"9181",Adlabs Entertainment Ltd,,INE172N01012,
"6808",Bank of New York Mellon(US Company),,,
"9837",Trent,Trent Ltd,INE849A01012,NLAKME IN Equity
"9434",Oracle Financial Services,Oracle Financial Services,,
"8086",M.K. Tea,,,
"9330",Bharat Electron,Bharat Electronics Ltd,INE263A01016,NBHE IN Equity
"8670",Keltech Engeries,Keltech Energies Ltd,INE881E01017,
"8442",Cerner Corp,,,
"8724",MBL Infra,,,
"7998",Gufic BioScience,Gufic BioSciences Ltd,INE742B01025,
"8834",CSX Corp (USA),,,
"9513",Vini Products,,,
"9659",Pfizer Ltd,Pfizer Ltd,INE182A01018,NPFIZ IN Equity
"7782",KDDL,,,
"6507",Rane Brake Lin,Rane Brake Linings Ltd,,NRBL IN Equity
"8356",Parenteral Drugs,Parenteral Drugs (India) Ltd,INE904D01019,
"8103",Northern Trust Corporation (US Company),,,
"8461",Tube Investments,Tube Investments of India Ltd,INE149A01025,
"6949",VRL Ltd,,,
"7559",Haldiram (Nagpur),Haldiram (Nagpur),,
"8806",Unitech,Unitech Ltd,INE694A01020,
"7125",Webel Sl Energy,Webel Sl Energy Systems Ltd,INE855C01015,WSES IN Equity
"9681",Kemrock Inds.,Kemrock Industries & Exports Ltd,INE990B01012,
"9730",Sadbhav infra ,,,
"5863",PRICOL,PRICOL Ltd,INE605A01026,
"9918",indigo,,,
"7444",Onelife Capital Advisors Ltd,,INE912L01015,
"8943",Indo Thai Securities Ltd,,INE337M01013,
"7041",Hydro S&S Inds.,Hydro S&S Industries Ltd,INE473D01015,
"6640",Perkins India Ltd,,,
"8688",D Q Entertainment,,,
"9558",Texmaco Rail & Engineering Ltd,,INE621L01012,
"8235",Enterprise Intl.,Enterprise International Ltd,INE439G01019,
"9087",Speciality Restaurants limited,,,
"9807",Solar Energy Corp of India,,,
"8328",Kotak Mah. Bank,Kotak Mahindra Bank Ltd,INE237A01028,NKMB IN Equity
"9463",Amar Ujala,Amar Ujala,,
"9417",Sysco Corporation (U S COMPANY),,,
"7128",Agrotel India Pvt Ltd,,,
"9176",Star Ferro and Cement Ltd,,,
"8438",Brigade Enter,Brigade Enter,,
"8209",Wasan Motors,,,
"8691",Grasim Inds,Grasim Industries Ltd,INE047A01013,NGRASIM IN Equity
"9795",HDIL,HDIL,,
"8862",Sequent Scientific Limited,,,
"7677",Mangalore Chem.,Mangalore Chemicals & Fertilizers Ltd,INE558B01017,
"8090",Walt Disney Co.,,,
"9355",Clutch Auto,Clutch Auto Ltd,INE779B01019,
"7013",Lodha Property,,,
"9891",Gilead Sciences Inc,,,
"9454",Meghmani Organics,,,
"8190",Bharat Benz,,,
"9480",pennar engineering building system ltd.,,,
"8793",Country Club (I),Country Club (India) Ltd,INE652F01027,
"8533",JMT Auto,JMT Auto Ltd,INE988E01028,
"9042",SIS Ltd (Security & Intelligence  Services India Ltd),,,
"8150",Navin Fluorine,Navin Fluorine International Limited,INE048G01018,
"8835",Chennai Petroleu,Chennai Petroleum Corporation Ltd,INE178A01016,NMRL IN Equity
"9857",Symphony Comfort,Symphony Comfort Systems Ltd,,
"9960",India Infoline,India Infoline Ltd,INE530B01024,IIFL IN Equity
"7812",Punjab Chemicals,Punjab Chemicals & Crop Protection Ltd,INE277B01014,
"6735",Asian Hotels,Asian Hotels Ltd,,
"8401","3M India","3M India Ltd",INE470A01017,
"8181",Sterlite Inds,Sterlite Industries (India) Ltd,,NSTLT IN Equity
"8529",Guj. St.Petronet,Gujarat State Petronet Ltd,INE246F01010,
"7037",Deutsche Bank AG,,,
"7589",JBF Inds.,JBF Industries Ltd,INE187A01017,
"9084",Ramco Cements Ltd,,,
"7283",Tata Infotech,Tata Infotech Ltd(merged),,
"9778",Phoenix Lamps,Phoenix Lamps Ltd,INE455B01016,
"6040",OK Play India,OK Play India Ltd,INE870B01016,
"7487",Piramal Lifescience Ltd,Piramal Lifescience Ltd,,
"9326",Walchan. Inds.,Walchandnagar Industries Ltd,INE711A01022,
"7063",Cholamandalam Invest & Fin Co Ltd,,,
"6954",Costco Wholesale Corporation,,,
"8831",Acrysil,Acrysil Ltd,INE482D01016,
"9866",Madras Refi,,,
"8564",Tasanaya QSR consultant,,,
"9189",Exelon Corp(US Company),,,
"9828",Precision Pipes,,,
"8473",Indiabulls Retail,Indiabulls Retail,,
"9679",Ingersoll-Rand,Ingersoll-Rand (India) Ltd,INE177A01018,NINGR IN Equity
"9630",Elantas Beck India Ltd,Elantas Beck India Ltd,,
"7265",Bajaj Holdings & Investment Ltd,Bajaj Holdings & Investment Ltd,,
"9399",RIL Infotel,,,
"8458",Shaily Engineering ,,,
"8576",H D F C,Housing Development Finance Corporation Ltd,INE001A01036,NHDFC IN Equity
"8830",Ujjivan Financial Services Ltd,,,
"9900",Oil India Ltd,Oil India Ltd,INE274J01014,
"8893",Cairn Energy plc,,,
"7697",FCGL Industries,FCGL Industries Ltd(merged),,
"8685",CCCL,,,
"9429",Gammon India,Gammon India Ltd,INE259B01020,NGMON IN Equity
"7044",Kirl.Pneumatic,Kirloskar Pneumatic Company Ltd,INE811A01012,KKPC IN Equity
"9546",GR Infraprojects Ltd,,,
"8257",Tide Water Oil,Tide Water Oil Co (I) Ltd,INE484C01014,
"9601",Precot Meridian,Precot Meridian Ltd,,PRTM IN Equity
"8977",Tata Realty & Infrastructure Ltd (TRIL),,,
"8673",Religare Enterprises,,,
"9389",Micro Housing Finance Ltd,,,
"8334",Voltas,Voltas Ltd,INE226A01021,NVOLT IN Equity
"8898",ICICI Pru Life Insurance,ICICI Pru Life Insurance,,
"9970",STAR HEALH Insurance ,,,
"7999",Ind-Swift,Ind-Swift Ltd,INE788B01028,
"6861",Jeypore Sugar,Jeypore Sugar Company Ltd,INE180E01014,
"8516",Nitin Fire Proct,Nitin Fire Proct,,
"8284",Shri Lakshmi,Shri Lakshmi Cotsyn Ltd,INE851B01016,
"8645",Kirloskar Ferrous Industries Ltd,Kirloskar Ferrous Industries Ltd,INE884B01025,KKF IN Equity
"7124",Visaka Inds.,Visaka Industries Ltd,INE392A01013,
"7646","20 Microns Ltd","20 Microns Ltd",INE144J01027,
"9215",Hind.Dorr-Oliver,Hindustan Dorr-Oliver Ltd,INE551A01022,NHDOR IN Equity
"7404",South Eastern Coalfield Ltd,,,
"9846",Industry Expert ,,,
"6041",ONEOK Inc,,,
"7661",Parle Products Ltd,,,
"9549",JSW Cements Ltd,,,
"7201",Chetas Control Systems,,,
"7190",Print Media,,,
"8854",Eris Lifesciences,,,
"9913",Balmer Lawrie,Balmer Lawrie & Company Ltd,INE164A01016,
"9248",VA Tech Wabag Limited,,,
"9424",AML LTD,,,
"9914",Bodal Chemicals,Bodal Chemicals  Ltd,INE338D01028,
"8948",Perfect Circle I,Perfect Circle India Ltd,,
"7675",Mcleod Russel,Mcleod Russel India Ltd,INE942G01012,
"9499",Intuitive Surgicals Inc ,,,
"8553",Indian Hotels,Indian Hotels Co Ltd,INE053A01029,NIH IN Equity
"9015",QAI India Ltd,QAI India Ltd,,
"8855",IOL Broadband,IOL Broadband Ltd,,
"9936",L Brands Inc.,,,
"8911",Century Enka,Century Enka Ltd,INE485A01015,
"7733",Nava Bharat Vent,Nava Bharat Ventures Ltd,INE725A01022,
"8938",APL Apollo Tubes Ltd,,INE702C01019,
"9604",Saregama India,Saregama India Ltd,INE979A01017,
"7305",ADF Foods,ADF Foods Ltd,INE982B01019,
"9593",CMC,CMC Ltd,INE314A01017,NCMC IN Equity
"8445",Inox Air Product,Inox Air Products Ltd,,
"9636",Natl. Fertilizer,National Fertilizer Ltd,INE870D01012,
"9003",Bharat Bijlee,Bharat Bijlee Ltd,INE464A01028,
"8936",Basant Agro Tech,Basant Agro Tech (India) Ltd,INE473E01021,
"9557",T T,T T Ltd,INE592B01016,
"8659",Agro Tech Foods,Agro Tech Foods Ltd,INE209A01019,
"9032",Interglobe Aviation Ltd,,INE646L01027,
"8026",SPL Inds.,SPL Industries Ltd,INE978G01016,
"7200",Chambal Fert,Chambal Fertilisers & Chemicals Ltd,INE085A01013,NCHMB IN Equity
"8722",Lancor Holdings,Lancor Holdings Ltd,INE572G01025,
"8330",Metro Shose Ltd,,,
"8712",Dell,,,
"7286",Sterling Tools,Sterling Tools Ltd,INE334A01015,
"7660",PepsiCo,,,
"9360",Lokmat,,,
"7609",Max Healthcare,,,
"9943",Reliance Capital,Reliance Capital Ltd,INE013A01015,NRCFT IN Equity
"6623",TIL Ltd,TIL Ltd,INE806C01018,
"7788",Prime Focus,Prime Focus Ltd,INE367G01038,NPRIF IN Equity
"9780",Spectra motors ,,,
"7304",Yatra .Com,,,
"7340",Rallis India,Rallis India Ltd,INE613A01020,NRALI IN Equity
"9051",Future Capital,,,
"9282",US Blue chip Fund,,,
"9486",Titan Inds,Titan Industries Ltd,INE280A01028,
"9023",Baid Leasing,Baid Leasing & Finance Co Ltd,INE020D01014,
"7885",Arihant Foundatn,Arihant Foundations & Housing Ltd,INE413D01011,
"9644",XPRO India,XPRO India Ltd,INE445C01015,
"9174",S E Investments Ltd,,,
"9065",SunEdison,,,
"8903",Renault India  Ltd,,,
"9096",Eros International Media,,,
"8170",L & T Finance  Holdings Ltd,,,
"9320",Panama Petrochem,Panama Petrochem Ltd,INE305C01029,
"9709",NIIT,NIIT Ltd,INE161A01038,
"7401",Patel Engg.,Patel Engineering Ltd,INE244B01030,NPEC IN Equity
"8611",Vedanta Ltd,,,
"9734",Sundram Fasten.,Sundram Fasteners Ltd,INE387A01021,
"9077",Eli Lilly & Co,,,
"9643",Subhiksha Trading Services,Subhiksha Trading Services,,ZZ-SUBH IN Equity
"9654",Jammu & Kashmir Bank Ltd,Jammu and Kashmir Bank Ltd,INE168A01041,
"8729",Selan Expl. Tech,Selan Explorations Technology Ltd,INE818A01017,
"9035",Lumax Auto Techno,,,
"8349",ING KOTAK DEAL,,,
"7483",Lux Industries Ltd,,,
"8756",Wire & Wireless (India) Ltd,Wire & Wireless (India) Ltd,,
"8332",Quess Corp,,,
"8714",Goldiam Intl.,Goldiam International Ltd,INE025B01017,
"7425",B S N L,B S N L,,
"8037",GNP Pharmaceuticals,,,
"9578",Microsoft Corporation (U S COMPANY),,,
"7887",B P C L,Bharat Petroleum Corporation Ltd,INE029A01011,NBPCL IN Equity
